pha,sex,year,asr_per_100k,disease,population
10067,males,2016,1500.2,Respiratory disease,332.0
10144,males,2016,1576.3,Respiratory disease,292.0
10073,males,2016,1912.4,Respiratory disease,265.0
10116,males,2016,2780.6,Respiratory disease,310.0
10150,males,2016,1748.1,Respiratory disease,252.0
20023,males,2016,1442.5,Respiratory disease,133.0
10298,males,2016,2563.7,Respiratory disease,188.0
10299,males,2016,2528.2,Respiratory disease,208.0
10016,males,2016,1841.6,Respiratory disease,348.0
10260,males,2016,,Respiratory disease,
10017,males,2016,2074.0,Respiratory disease,260.0
10015,males,2016,1785.9,Respiratory disease,327.0
10147,males,2016,2336.0,Respiratory disease,497.0
10274,males,2016,2016.1,Respiratory disease,95.0
10175,males,2016,2870.2,Respiratory disease,296.0
10166,males,2016,1856.3,Respiratory disease,99.0
10202,males,2016,1669.0,Respiratory disease,194.0
10272,males,2016,1949.0,Respiratory disease,295.0
10077,males,2016,1713.0,Respiratory disease,399.0
10123,males,2016,2266.1,Respiratory disease,209.0
20050,males,2016,1316.7,Respiratory disease,79.0
10010,males,2016,2106.5,Respiratory disease,233.0
10100,males,2016,2727.9,Respiratory disease,244.0
10044,males,2016,1890.8,Respiratory disease,226.0
20155,males,2016,,Respiratory disease,
20011,males,2016,1795.1,Respiratory disease,82.0
10139,males,2016,1241.2,Respiratory disease,109.0
10189,males,2016,2545.2,Respiratory disease,404.0
10045,males,2016,1673.5,Respiratory disease,198.0
10254,males,2016,2941.4,Respiratory disease,130.0
30051,males,2016,2291.1,Respiratory disease,102.0
10165,males,2016,2225.1,Respiratory disease,89.0
10231,males,2016,1716.8,Respiratory disease,146.0
20025,males,2016,1894.0,Respiratory disease,238.0
10176,males,2016,2602.5,Respiratory disease,149.0
10177,males,2016,3030.7,Respiratory disease,281.0
10086,males,2016,1458.4,Respiratory disease,262.0
10093,males,2016,1659.5,Respiratory disease,300.0
10221,males,2016,2090.8,Respiratory disease,275.0
20044,males,2016,1605.7,Respiratory disease,231.0
10151,males,2016,1547.4,Respiratory disease,248.0
10199,males,2016,1751.4,Respiratory disease,54.0
10152,males,2016,1394.5,Respiratory disease,415.0
10092,males,2016,2083.3,Respiratory disease,403.0
60013,males,2016,1141.6,Respiratory disease,85.0
60021,males,2016,1549.4,Respiratory disease,68.0
10018,males,2016,1815.7,Respiratory disease,259.0
30029,males,2016,2471.1,Respiratory disease,169.0
10197,males,2016,2843.0,Respiratory disease,275.0
10198,males,2016,2560.2,Respiratory disease,228.0
10074,males,2016,2172.0,Respiratory disease,315.0
10104,males,2016,1825.9,Respiratory disease,170.0
10259,males,2016,2474.4,Respiratory disease,234.0
40053,males,2016,2247.2,Respiratory disease,279.0
40002,males,2016,1588.8,Respiratory disease,131.0
40082,males,2016,,Respiratory disease,
20161,males,2016,1738.8,Respiratory disease,240.0
10237,males,2016,1655.8,Respiratory disease,254.0
40022,males,2016,3770.7,Respiratory disease,443.0
10083,males,2016,2189.1,Respiratory disease,420.0
40037,males,2016,2537.3,Respiratory disease,485.0
10133,males,2016,1700.9,Respiratory disease,364.0
10222,males,2016,2471.2,Respiratory disease,101.0
10128,males,2016,2010.3,Respiratory disease,537.0
10038,males,2016,1427.5,Respiratory disease,223.0
10065,males,2016,2148.4,Respiratory disease,152.0
40097,males,2016,3358.4,Respiratory disease,206.0
40041,males,2016,1475.7,Respiratory disease,197.0
10157,males,2016,2710.3,Respiratory disease,210.0
10204,males,2016,2276.9,Respiratory disease,118.0
10186,males,2016,2419.8,Respiratory disease,215.0
10170,males,2016,,Respiratory disease,
10280,males,2016,1814.7,Respiratory disease,128.0
10110,males,2016,1940.3,Respiratory disease,308.0
70004,males,2016,1757.5,Respiratory disease,191.0
10153,males,2016,1408.1,Respiratory disease,255.0
80000,males,2016,2106.0,Respiratory disease,222.0
10122,males,2016,1387.2,Respiratory disease,275.0
10132,males,2016,1729.3,Respiratory disease,417.0
10273,males,2016,1879.7,Respiratory disease,227.0
10002,males,2016,1428.3,Respiratory disease,252.0
10309,males,2016,3828.4,Respiratory disease,262.0
10111,males,2016,2681.6,Respiratory disease,242.0
10024,males,2016,2007.8,Respiratory disease,428.0
10246,males,2016,1847.6,Respiratory disease,207.0
10300,males,2016,2593.8,Respiratory disease,185.0
10156,males,2016,2920.9,Respiratory disease,363.0
10084,males,2016,2189.2,Respiratory disease,260.0
10296,males,2016,2358.4,Respiratory disease,78.0
10124,males,2016,1570.3,Respiratory disease,128.0
10141,males,2016,2297.8,Respiratory disease,361.0
40025,males,2016,2164.5,Respiratory disease,266.0
10145,males,2016,2130.2,Respiratory disease,528.0
10232,males,2016,2191.1,Respiratory disease,246.0
80024,males,2016,1197.1,Respiratory disease,22.0
10000,males,2016,1779.9,Respiratory disease,181.0
10003,males,2016,1960.3,Respiratory disease,322.0
10185,males,2016,2046.7,Respiratory disease,223.0
10125,males,2016,2472.1,Respiratory disease,505.0
20264,males,2016,2739.4,Respiratory disease,309.0
80023,males,2016,,Respiratory disease,
10138,males,2016,2016.8,Respiratory disease,373.0
10051,males,2016,2230.8,Respiratory disease,557.0
10126,males,2016,2414.9,Respiratory disease,337.0
10308,males,2016,3140.1,Respiratory disease,329.0
10264,males,2016,2613.1,Respiratory disease,202.0
10127,males,2016,2538.8,Respiratory disease,622.0
10285,males,2016,1928.9,Respiratory disease,188.0
10233,males,2016,1995.5,Respiratory disease,206.0
10148,males,2016,2332.2,Respiratory disease,445.0
10075,males,2016,1655.7,Respiratory disease,113.0
10081,males,2016,1628.0,Respiratory disease,265.0
10287,males,2016,2223.8,Respiratory disease,138.0
60011,males,2016,2093.9,Respiratory disease,76.0
10146,males,2016,2260.8,Respiratory disease,54.0
10140,males,2016,2436.2,Respiratory disease,284.0
10059,males,2016,1749.5,Respiratory disease,321.0
10004,males,2016,2386.3,Respiratory disease,154.0
20172,males,2016,2423.4,Respiratory disease,460.0
10078,males,2016,1683.6,Respiratory disease,306.0
60022,males,2016,1092.7,Respiratory disease,89.0
60015,males,2016,1155.9,Respiratory disease,134.0
10320,males,2016,1685.4,Respiratory disease,75.0
10056,males,2016,1743.8,Respiratory disease,240.0
10224,males,2016,,Respiratory disease,
10066,males,2016,2026.2,Respiratory disease,508.0
10101,males,2016,2347.1,Respiratory disease,618.0
10302,males,2016,2052.8,Respiratory disease,159.0
10180,males,2016,2704.4,Respiratory disease,267.0
10179,males,2016,2337.9,Respiratory disease,109.0
20138,males,2016,2090.5,Respiratory disease,192.0
60016,males,2016,2386.9,Respiratory disease,75.0
10297,males,2016,2394.7,Respiratory disease,97.0
10238,males,2016,2405.4,Respiratory disease,200.0
10239,males,2016,2337.8,Respiratory disease,321.0
10046,males,2016,1698.8,Respiratory disease,215.0
10112,males,2016,2200.1,Respiratory disease,349.0
10227,males,2016,1140.1,Respiratory disease,143.0
10057,males,2016,2045.5,Respiratory disease,507.0
10120,males,2016,2153.9,Respiratory disease,341.0
10303,males,2016,2315.0,Respiratory disease,354.0
10286,males,2016,1716.2,Respiratory disease,144.0
10023,males,2016,2102.4,Respiratory disease,510.0
20130,males,2016,2489.7,Respiratory disease,329.0
10190,males,2016,2622.5,Respiratory disease,176.0
10205,males,2016,1896.1,Respiratory disease,170.0
40064,males,2016,2024.1,Respiratory disease,158.0
10242,males,2016,1650.6,Respiratory disease,195.0
10212,males,2016,1627.8,Respiratory disease,68.0
10310,males,2016,4261.4,Respiratory disease,390.0
10070,males,2016,1823.9,Respiratory disease,228.0
10301,males,2016,2464.1,Respiratory disease,190.0
10149,males,2016,1966.9,Respiratory disease,326.0
10241,males,2016,,Respiratory disease,
10218,males,2016,2457.4,Respiratory disease,52.0
10135,males,2016,1759.1,Respiratory disease,176.0
10240,males,2016,2263.4,Respiratory disease,181.0
10208,males,2016,1687.8,Respiratory disease,64.0
10184,males,2016,2296.6,Respiratory disease,376.0
10178,males,2016,2487.0,Respiratory disease,201.0
70013,males,2016,3988.3,Respiratory disease,200.0
10174,males,2016,2517.7,Respiratory disease,69.0
10288,males,2016,1839.7,Respiratory disease,254.0
10268,males,2016,2848.2,Respiratory disease,78.0
20042,males,2016,1873.5,Respiratory disease,172.0
10187,males,2016,2624.4,Respiratory disease,300.0
10207,males,2016,2115.1,Respiratory disease,297.0
20002,males,2016,1993.8,Respiratory disease,257.0
10209,males,2016,1815.6,Respiratory disease,268.0
10047,males,2016,1593.3,Respiratory disease,464.0
20218,males,2016,1403.2,Respiratory disease,110.0
30190,males,2016,3748.1,Respiratory disease,555.0
20158,males,2016,1545.0,Respiratory disease,79.0
10089,males,2016,2023.5,Respiratory disease,435.0
10033,males,2016,1816.4,Respiratory disease,231.0
10154,males,2016,1740.4,Respiratory disease,259.0
10289,males,2016,1871.8,Respiratory disease,219.0
70005,males,2016,2269.6,Respiratory disease,209.0
80017,males,2016,2035.3,Respiratory disease,108.0
10163,males,2016,2197.2,Respiratory disease,298.0
10265,males,2016,,Respiratory disease,
10304,males,2016,2746.2,Respiratory disease,144.0
80022,males,2016,1730.6,Respiratory disease,130.0
20040,males,2016,1404.6,Respiratory disease,305.0
10171,males,2016,1667.0,Respiratory disease,117.0
10328,males,2016,1998.0,Respiratory disease,103.0
10088,males,2016,1698.2,Respiratory disease,256.0
10262,males,2016,2073.5,Respiratory disease,95.0
10263,males,2016,3071.0,Respiratory disease,286.0
10062,males,2016,1622.6,Respiratory disease,98.0
20208,males,2016,1533.6,Respiratory disease,149.0
10060,males,2016,1823.9,Respiratory disease,400.0
20082,males,2016,2339.2,Respiratory disease,99.0
20008,males,2016,1151.2,Respiratory disease,71.0
10329,males,2016,2194.4,Respiratory disease,122.0
10219,males,2016,2627.4,Respiratory disease,202.0
10097,males,2016,2889.7,Respiratory disease,353.0
10027,males,2016,2688.9,Respiratory disease,518.0
10029,males,2016,3305.9,Respiratory disease,354.0
60044,males,2016,1868.5,Respiratory disease,63.0
10136,males,2016,1790.8,Respiratory disease,405.0
10087,males,2016,1499.1,Respiratory disease,193.0
10130,males,2016,1758.0,Respiratory disease,356.0
10169,males,2016,2435.5,Respiratory disease,330.0
10217,males,2016,2547.4,Respiratory disease,151.0
10305,males,2016,3257.5,Respiratory disease,176.0
20069,males,2016,2261.6,Respiratory disease,83.0
10082,males,2016,1624.7,Respiratory disease,161.0
10321,males,2016,2049.2,Respiratory disease,190.0
10129,males,2016,1669.6,Respiratory disease,173.0
20181,males,2016,1973.4,Respiratory disease,203.0
60010,males,2016,1316.0,Respiratory disease,59.0
10322,males,2016,1982.3,Respiratory disease,216.0
10247,males,2016,1664.8,Respiratory disease,111.0
20141,males,2016,2169.0,Respiratory disease,414.0
60004,males,2016,2279.9,Respiratory disease,56.0
10183,males,2016,2578.2,Respiratory disease,278.0
20068,males,2016,1780.2,Respiratory disease,59.0
10155,males,2016,1608.7,Respiratory disease,357.0
10052,males,2016,1824.3,Respiratory disease,163.0
20270,males,2016,2236.3,Respiratory disease,207.0
10053,males,2016,1908.7,Respiratory disease,251.0
10243,males,2016,1732.7,Respiratory disease,294.0
10269,males,2016,2395.2,Respiratory disease,257.0
10244,males,2016,1467.1,Respiratory disease,168.0
40020,males,2016,3280.3,Respiratory disease,280.0
10113,males,2016,1824.2,Respiratory disease,129.0
10034,males,2016,2115.9,Respiratory disease,187.0
10223,males,2016,2628.3,Respiratory disease,206.0
10030,males,2016,2986.6,Respiratory disease,284.0
10025,males,2016,2526.2,Respiratory disease,293.0
10048,males,2016,1819.8,Respiratory disease,251.0
10114,males,2016,3321.5,Respiratory disease,476.0
10213,males,2016,1958.8,Respiratory disease,140.0
10311,males,2016,3023.2,Respiratory disease,149.0
10039,males,2016,1400.0,Respiratory disease,307.0
10054,males,2016,1988.3,Respiratory disease,167.0
20045,males,2016,1777.6,Respiratory disease,364.0
10251,males,2016,2068.1,Respiratory disease,256.0
10026,males,2016,1802.7,Respiratory disease,149.0
10058,males,2016,2043.0,Respiratory disease,148.0
80004,males,2016,2361.1,Respiratory disease,147.0
10214,males,2016,1896.8,Respiratory disease,47.0
10020,males,2016,2164.5,Respiratory disease,326.0
50063,males,2016,1250.9,Respiratory disease,193.0
10134,males,2016,1603.7,Respiratory disease,219.0
20041,males,2016,1670.1,Respiratory disease,93.0
10191,males,2016,3082.5,Respiratory disease,339.0
10325,males,2016,1600.1,Respiratory disease,52.0
20228,males,2016,1898.0,Respiratory disease,143.0
20051,males,2016,1605.3,Respiratory disease,165.0
20094,males,2016,2162.0,Respiratory disease,440.0
10229,males,2016,1954.8,Respiratory disease,230.0
10228,males,2016,1733.9,Respiratory disease,144.0
10317,males,2016,3441.1,Respiratory disease,282.0
10206,males,2016,2019.0,Respiratory disease,157.0
10061,males,2016,1664.8,Respiratory disease,311.0
10266,males,2016,2605.2,Respiratory disease,285.0
60020,males,2016,1376.9,Respiratory disease,106.0
80016,males,2016,2312.2,Respiratory disease,145.0
80011,males,2016,2123.0,Respiratory disease,304.0
10159,males,2016,2521.0,Respiratory disease,150.0
10323,males,2016,1573.2,Respiratory disease,197.0
40050,males,2016,2413.5,Respiratory disease,308.0
10167,males,2016,2302.4,Respiratory disease,297.0
10200,males,2016,2624.2,Respiratory disease,138.0
20222,males,2016,1785.0,Respiratory disease,197.0
10160,males,2016,3104.7,Respiratory disease,325.0
20001,males,2016,1548.4,Respiratory disease,234.0
10085,males,2016,1954.3,Respiratory disease,649.0
10117,males,2016,2372.1,Respiratory disease,321.0
10040,males,2016,768.0,Respiratory disease,75.0
10036,males,2016,1711.5,Respiratory disease,365.0
10267,males,2016,2392.8,Respiratory disease,195.0
10290,males,2016,1335.7,Respiratory disease,63.0
10076,males,2016,1722.7,Respiratory disease,226.0
10275,males,2016,1822.0,Respiratory disease,129.0
10035,males,2016,1728.1,Respiratory disease,62.0
10037,males,2016,2229.7,Respiratory disease,324.0
80008,males,2016,1753.1,Respiratory disease,173.0
40001,males,2016,1822.9,Respiratory disease,62.0
10248,males,2016,2047.3,Respiratory disease,330.0
50065,males,2016,1920.8,Respiratory disease,180.0
80010,males,2016,1947.1,Respiratory disease,151.0
60031,males,2016,506.5,Respiratory disease,10.0
80012,males,2016,1643.9,Respiratory disease,54.0
10005,males,2016,1742.5,Respiratory disease,219.0
10210,males,2016,2248.3,Respiratory disease,103.0
10131,males,2016,2060.7,Respiratory disease,240.0
10215,males,2016,1425.5,Respiratory disease,61.0
50013,males,2016,1787.7,Respiratory disease,138.0
10277,males,2016,2019.0,Respiratory disease,149.0
20189,males,2016,1761.0,Respiratory disease,105.0
10281,males,2016,1972.8,Respiratory disease,219.0
10315,males,2016,3539.9,Respiratory disease,380.0
60037,males,2016,942.5,Respiratory disease,66.0
10312,males,2016,3293.0,Respiratory disease,121.0
10314,males,2016,3166.4,Respiratory disease,340.0
10115,males,2016,2355.9,Respiratory disease,79.0
60047,males,2016,617.9,Respiratory disease,6.0
10306,males,2016,2315.4,Respiratory disease,300.0
10307,males,2016,2401.1,Respiratory disease,434.0
20129,males,2016,2370.5,Respiratory disease,305.0
10324,males,2016,1641.8,Respiratory disease,171.0
10006,males,2016,1786.8,Respiratory disease,407.0
10276,males,2016,2440.8,Respiratory disease,165.0
20227,males,2016,2376.5,Respiratory disease,155.0
20271,males,2016,2663.2,Respiratory disease,145.0
10316,males,2016,3289.2,Respiratory disease,204.0
10291,males,2016,1915.2,Respiratory disease,208.0
80013,males,2016,1982.6,Respiratory disease,198.0
20232,males,2016,1584.5,Respiratory disease,136.0
10282,males,2016,1846.7,Respiratory disease,99.0
10158,males,2016,2144.0,Respiratory disease,79.0
20123,males,2016,2893.4,Respiratory disease,373.0
10234,males,2016,1690.2,Respiratory disease,257.0
20207,males,2016,1633.5,Respiratory disease,76.0
10012,males,2016,2502.6,Respiratory disease,295.0
10013,males,2016,2058.4,Respiratory disease,95.0
10009,males,2016,2110.0,Respiratory disease,259.0
10095,males,2016,1731.8,Respiratory disease,287.0
20137,males,2016,2528.4,Respiratory disease,512.0
20192,males,2016,1716.5,Respiratory disease,140.0
10094,males,2016,1744.2,Respiratory disease,457.0
20043,males,2016,1698.9,Respiratory disease,452.0
20076,males,2016,1674.9,Respiratory disease,347.0
20195,males,2016,1958.0,Respiratory disease,148.0
20020,males,2016,1638.7,Respiratory disease,198.0
60046,males,2016,1619.8,Respiratory disease,24.0
60005,males,2016,1873.9,Respiratory disease,30.0
20259,males,2016,3140.2,Respiratory disease,347.0
20078,males,2016,1786.5,Respiratory disease,63.0
20152,males,2016,1805.9,Respiratory disease,170.0
10008,males,2016,2303.7,Respiratory disease,368.0
20022,males,2016,1516.9,Respiratory disease,111.0
20153,males,2016,2168.0,Respiratory disease,189.0
20250,males,2016,,Respiratory disease,
20251,males,2016,2462.9,Respiratory disease,291.0
20248,males,2016,1437.6,Respiratory disease,86.0
10216,males,2016,2022.4,Respiratory disease,145.0
10079,males,2016,1539.8,Respiratory disease,213.0
10192,males,2016,2429.8,Respiratory disease,178.0
10235,males,2016,1800.3,Respiratory disease,185.0
20142,males,2016,1737.7,Respiratory disease,331.0
20184,males,2016,1573.9,Respiratory disease,172.0
20003,males,2016,1368.4,Respiratory disease,213.0
20238,males,2016,1571.1,Respiratory disease,217.0
20247,males,2016,2187.1,Respiratory disease,223.0
20151,males,2016,1807.8,Respiratory disease,129.0
30022,males,2016,2736.7,Respiratory disease,117.0
20160,males,2016,2014.6,Respiratory disease,205.0
20187,males,2016,2052.2,Respiratory disease,323.0
40010,males,2016,1949.5,Respiratory disease,240.0
20027,males,2016,1150.7,Respiratory disease,215.0
20145,males,2016,,Respiratory disease,
20100,males,2016,2162.4,Respiratory disease,355.0
20185,males,2016,1517.9,Respiratory disease,97.0
20186,males,2016,1348.8,Respiratory disease,158.0
20088,males,2016,3531.5,Respiratory disease,308.0
20239,males,2016,1390.5,Respiratory disease,214.0
20269,males,2016,2486.7,Respiratory disease,281.0
40085,males,2016,,Respiratory disease,
40065,males,2016,2174.7,Respiratory disease,144.0
20262,males,2016,2737.2,Respiratory disease,286.0
10257,males,2016,,Respiratory disease,
20032,males,2016,1452.2,Respiratory disease,284.0
20039,males,2016,1481.0,Respiratory disease,248.0
20240,males,2016,1397.0,Respiratory disease,239.0
50098,males,2016,2381.8,Respiratory disease,92.0
20197,males,2016,1776.7,Respiratory disease,318.0
20114,males,2016,1681.9,Respiratory disease,252.0
10293,males,2016,2370.6,Respiratory disease,303.0
20231,males,2016,2157.7,Respiratory disease,93.0
20209,males,2016,1303.1,Respiratory disease,179.0
20118,males,2016,1647.9,Respiratory disease,268.0
20119,males,2016,2046.9,Respiratory disease,235.0
20035,males,2016,1501.8,Respiratory disease,270.0
20036,males,2016,1579.1,Respiratory disease,285.0
20156,males,2016,1929.6,Respiratory disease,162.0
10172,males,2016,2132.7,Respiratory disease,81.0
20206,males,2016,2431.5,Respiratory disease,57.0
20087,males,2016,3216.8,Respiratory disease,221.0
20000,males,2016,1807.7,Respiratory disease,206.0
20115,males,2016,1907.8,Respiratory disease,85.0
20037,males,2016,1557.4,Respiratory disease,184.0
20143,males,2016,1295.8,Respiratory disease,53.0
20253,males,2016,,Respiratory disease,
20047,males,2016,2005.5,Respiratory disease,72.0
70012,males,2016,3691.9,Respiratory disease,158.0
20201,males,2016,1877.2,Respiratory disease,66.0
20223,males,2016,1368.5,Respiratory disease,130.0
20196,males,2016,1693.8,Respiratory disease,108.0
20124,males,2016,1955.3,Respiratory disease,414.0
20202,males,2016,1881.7,Respiratory disease,212.0
20108,males,2016,2386.7,Respiratory disease,473.0
20272,males,2016,2308.5,Respiratory disease,162.0
20273,males,2016,2575.3,Respiratory disease,235.0
20024,males,2016,1697.5,Respiratory disease,135.0
20139,males,2016,1868.2,Respiratory disease,446.0
40006,males,2016,1482.8,Respiratory disease,151.0
40056,males,2016,2499.9,Respiratory disease,285.0
40024,males,2016,2245.7,Respiratory disease,259.0
70000,males,2016,2581.3,Respiratory disease,291.0
20255,males,2016,2112.6,Respiratory disease,120.0
40033,males,2016,1736.7,Respiratory disease,98.0
40058,males,2016,2635.5,Respiratory disease,383.0
40038,males,2016,2905.9,Respiratory disease,416.0
10181,males,2016,1887.9,Respiratory disease,238.0
40068,males,2016,1982.3,Respiratory disease,106.0
40054,males,2016,1907.3,Respiratory disease,335.0
40062,males,2016,1431.7,Respiratory disease,66.0
40048,males,2016,1603.6,Respiratory disease,105.0
40042,males,2016,1970.6,Respiratory disease,316.0
40027,males,2016,2176.3,Respiratory disease,206.0
40016,males,2016,2368.1,Respiratory disease,103.0
70002,males,2016,2583.3,Respiratory disease,177.0
20263,males,2016,3208.2,Respiratory disease,377.0
40060,males,2016,,Respiratory disease,
40074,males,2016,2085.3,Respiratory disease,134.0
40017,males,2016,3202.4,Respiratory disease,347.0
50083,males,2016,1316.5,Respiratory disease,112.0
40032,males,2016,2162.0,Respiratory disease,192.0
40014,males,2016,2038.7,Respiratory disease,176.0
60040,males,2016,434.6,Respiratory disease,11.0
20092,males,2016,3030.0,Respiratory disease,207.0
20103,males,2016,2321.9,Respiratory disease,207.0
40069,males,2016,,Respiratory disease,
40034,males,2016,2380.8,Respiratory disease,231.0
40028,males,2016,2888.0,Respiratory disease,236.0
40090,males,2016,2088.0,Respiratory disease,68.0
40005,males,2016,2398.3,Respiratory disease,205.0
40049,males,2016,2726.3,Respiratory disease,398.0
20224,males,2016,1727.7,Respiratory disease,90.0
40071,males,2016,2186.7,Respiratory disease,104.0
40098,males,2016,2865.4,Respiratory disease,147.0
40004,males,2016,1996.2,Respiratory disease,157.0
50005,males,2016,1835.6,Respiratory disease,107.0
40094,males,2016,3659.7,Respiratory disease,127.0
40092,males,2016,3821.1,Respiratory disease,116.0
40093,males,2016,2744.8,Respiratory disease,423.0
40101,males,2016,2950.5,Respiratory disease,286.0
40013,males,2016,2074.3,Respiratory disease,297.0
40018,males,2016,2346.4,Respiratory disease,63.0
40091,males,2016,2312.8,Respiratory disease,146.0
40059,males,2016,2054.3,Respiratory disease,298.0
40066,males,2016,1978.8,Respiratory disease,125.0
40099,males,2016,1860.1,Respiratory disease,125.0
20254,males,2016,3158.6,Respiratory disease,334.0
50108,males,2016,,Respiratory disease,
40015,males,2016,1767.4,Respiratory disease,186.0
40100,males,2016,,Respiratory disease,
40039,males,2016,2186.5,Respiratory disease,344.0
40029,males,2016,2363.0,Respiratory disease,394.0
40095,males,2016,,Respiratory disease,
40067,males,2016,2000.6,Respiratory disease,126.0
50033,males,2016,1851.4,Respiratory disease,388.0
40023,males,2016,2045.2,Respiratory disease,26.0
40075,males,2016,1737.2,Respiratory disease,47.0
20159,males,2016,2662.2,Respiratory disease,303.0
40102,males,2016,,Respiratory disease,
40072,males,2016,1891.1,Respiratory disease,66.0
40080,males,2016,2150.9,Respiratory disease,190.0
40019,males,2016,2939.5,Respiratory disease,484.0
40063,males,2016,1624.3,Respiratory disease,205.0
40073,males,2016,3161.3,Respiratory disease,246.0
40096,males,2016,2501.8,Respiratory disease,90.0
20038,males,2016,1867.0,Respiratory disease,90.0
50074,males,2016,1268.4,Respiratory disease,205.0
40087,males,2016,1832.9,Respiratory disease,77.0
50034,males,2016,1423.6,Respiratory disease,259.0
50015,males,2016,1958.7,Respiratory disease,339.0
20246,males,2016,2041.8,Respiratory disease,327.0
40103,males,2016,2123.9,Respiratory disease,87.0
50045,males,2016,2937.9,Respiratory disease,291.0
50020,males,2016,1700.4,Respiratory disease,184.0
