pha,sex,year,asr_per_100k,disease,population
10044,females,2016,1388.7,Respiratory disease,178.0
20155,females,2016,,Respiratory disease,
20251,females,2016,2862.6,Respiratory disease,323.0
10139,females,2016,999.2,Respiratory disease,82.0
10189,females,2016,2304.0,Respiratory disease,407.0
10045,females,2016,1676.3,Respiratory disease,215.0
10254,females,2016,3445.4,Respiratory disease,160.0
10165,females,2016,1703.0,Respiratory disease,69.0
10231,females,2016,1687.9,Respiratory disease,149.0
20025,females,2016,1485.0,Respiratory disease,203.0
10176,females,2016,2072.8,Respiratory disease,121.0
10177,females,2016,3260.7,Respiratory disease,287.0
10086,females,2016,1439.4,Respiratory disease,290.0
10093,females,2016,1636.0,Respiratory disease,321.0
10221,females,2016,1825.4,Respiratory disease,249.0
20044,females,2016,1430.1,Respiratory disease,226.0
10151,females,2016,1662.0,Respiratory disease,272.0
10199,females,2016,2134.3,Respiratory disease,56.0
10152,females,2016,1465.7,Respiratory disease,460.0
10092,females,2016,1944.1,Respiratory disease,392.0
60013,females,2016,851.4,Respiratory disease,66.0
60021,females,2016,2016.1,Respiratory disease,99.0
10018,females,2016,1670.6,Respiratory disease,231.0
10197,females,2016,2510.1,Respiratory disease,255.0
10198,females,2016,2362.8,Respiratory disease,235.0
40008,females,2016,1333.6,Respiratory disease,61.0
10074,females,2016,1776.5,Respiratory disease,275.0
10104,females,2016,2568.1,Respiratory disease,222.0
40002,females,2016,2083.8,Respiratory disease,169.0
40082,females,2016,,Respiratory disease,
10259,females,2016,2249.2,Respiratory disease,212.0
10237,females,2016,1435.6,Respiratory disease,227.0
40022,females,2016,3415.8,Respiratory disease,430.0
10083,females,2016,1694.5,Respiratory disease,347.0
40053,females,2016,2117.0,Respiratory disease,279.0
10133,females,2016,1726.1,Respiratory disease,381.0
10222,females,2016,1821.3,Respiratory disease,76.0
10128,females,2016,2018.2,Respiratory disease,528.0
40037,females,2016,1943.6,Respiratory disease,418.0
20038,females,2016,1850.4,Respiratory disease,101.0
40097,females,2016,2526.6,Respiratory disease,155.0
40041,females,2016,1541.4,Respiratory disease,208.0
10157,females,2016,2263.3,Respiratory disease,148.0
10204,females,2016,1972.5,Respiratory disease,93.0
10170,females,2016,,Respiratory disease,
10280,females,2016,1738.8,Respiratory disease,129.0
10110,females,2016,2048.8,Respiratory disease,334.0
10038,females,2016,1222.5,Respiratory disease,214.0
10153,females,2016,1351.1,Respiratory disease,245.0
80000,females,2016,1608.7,Respiratory disease,171.0
10132,females,2016,1404.1,Respiratory disease,352.0
10273,females,2016,1745.4,Respiratory disease,221.0
10002,females,2016,1242.4,Respiratory disease,247.0
30051,females,2016,1766.2,Respiratory disease,76.0
10122,females,2016,1496.3,Respiratory disease,293.0
10116,females,2016,2992.3,Respiratory disease,335.0
10111,females,2016,2609.9,Respiratory disease,239.0
10024,females,2016,1918.3,Respiratory disease,391.0
10246,females,2016,1971.4,Respiratory disease,199.0
10300,females,2016,2008.9,Respiratory disease,164.0
10156,females,2016,2528.2,Respiratory disease,329.0
10296,females,2016,2505.5,Respiratory disease,77.0
10124,females,2016,1481.0,Respiratory disease,119.0
50098,females,2016,1792.5,Respiratory disease,69.0
10141,females,2016,1928.1,Respiratory disease,310.0
10145,females,2016,1576.0,Respiratory disease,392.0
10232,females,2016,1772.1,Respiratory disease,205.0
80024,females,2016,527.1,Respiratory disease,9.0
10185,females,2016,2083.3,Respiratory disease,246.0
10000,females,2016,1618.6,Respiratory disease,157.0
10260,females,2016,,Respiratory disease,
10003,females,2016,1929.7,Respiratory disease,349.0
10065,females,2016,1734.7,Respiratory disease,124.0
10125,females,2016,2232.2,Respiratory disease,433.0
20264,females,2016,2805.9,Respiratory disease,298.0
10138,females,2016,1775.8,Respiratory disease,327.0
10051,females,2016,2027.7,Respiratory disease,492.0
10126,females,2016,2181.2,Respiratory disease,299.0
10308,females,2016,2758.2,Respiratory disease,301.0
20050,females,2016,1269.7,Respiratory disease,83.0
10127,females,2016,2160.9,Respiratory disease,527.0
10285,females,2016,1913.5,Respiratory disease,192.0
10081,females,2016,1512.5,Respiratory disease,251.0
10233,females,2016,1937.5,Respiratory disease,192.0
10148,females,2016,2180.9,Respiratory disease,409.0
10075,females,2016,1279.8,Respiratory disease,82.0
20270,females,2016,2104.5,Respiratory disease,206.0
10287,females,2016,2231.3,Respiratory disease,132.0
10146,females,2016,2101.3,Respiratory disease,51.0
10140,females,2016,2112.1,Respiratory disease,237.0
10059,females,2016,1531.0,Respiratory disease,296.0
10004,females,2016,2252.9,Respiratory disease,147.0
20172,females,2016,2683.9,Respiratory disease,522.0
10084,females,2016,1978.8,Respiratory disease,247.0
10078,females,2016,1894.6,Respiratory disease,361.0
60011,females,2016,2180.6,Respiratory disease,80.0
40038,females,2016,2198.5,Respiratory disease,361.0
60022,females,2016,830.3,Respiratory disease,69.0
60015,females,2016,1148.6,Respiratory disease,139.0
80023,females,2016,,Respiratory disease,
20002,females,2016,1742.3,Respiratory disease,238.0
10320,females,2016,1612.3,Respiratory disease,71.0
10056,females,2016,1608.2,Respiratory disease,219.0
10224,females,2016,,Respiratory disease,
10066,females,2016,1606.3,Respiratory disease,415.0
10101,females,2016,2312.2,Respiratory disease,611.0
10302,females,2016,1924.8,Respiratory disease,138.0
10180,females,2016,2987.5,Respiratory disease,289.0
10179,females,2016,2977.8,Respiratory disease,127.0
20138,females,2016,1734.1,Respiratory disease,180.0
60016,females,2016,2437.1,Respiratory disease,83.0
10149,females,2016,2086.4,Respiratory disease,345.0
10238,females,2016,2268.0,Respiratory disease,198.0
10239,females,2016,2282.7,Respiratory disease,279.0
10046,females,2016,2026.8,Respiratory disease,274.0
10112,females,2016,1980.0,Respiratory disease,341.0
10227,females,2016,1026.8,Respiratory disease,134.0
10057,females,2016,1873.9,Respiratory disease,422.0
10288,females,2016,1790.9,Respiratory disease,270.0
10303,females,2016,2119.0,Respiratory disease,314.0
10286,females,2016,1790.8,Respiratory disease,163.0
10023,females,2016,1983.7,Respiratory disease,476.0
10268,females,2016,3331.7,Respiratory disease,91.0
10190,females,2016,2740.8,Respiratory disease,170.0
10205,females,2016,1993.6,Respiratory disease,185.0
20001,females,2016,1456.3,Respiratory disease,242.0
10242,females,2016,1315.6,Respiratory disease,150.0
10212,females,2016,1407.7,Respiratory disease,56.0
10297,females,2016,2267.6,Respiratory disease,91.0
10120,females,2016,2003.7,Respiratory disease,311.0
20130,females,2016,1862.7,Respiratory disease,245.0
10301,females,2016,2175.8,Respiratory disease,185.0
10131,females,2016,1559.2,Respiratory disease,193.0
10310,females,2016,4063.9,Respiratory disease,377.0
10070,females,2016,1588.0,Respiratory disease,210.0
10241,females,2016,,Respiratory disease,
10218,females,2016,2751.1,Respiratory disease,52.0
10135,females,2016,1605.4,Respiratory disease,191.0
10208,females,2016,2122.1,Respiratory disease,82.0
10240,females,2016,1877.5,Respiratory disease,151.0
70013,females,2016,4481.9,Respiratory disease,193.0
10174,females,2016,2706.7,Respiratory disease,69.0
10184,females,2016,2309.0,Respiratory disease,364.0
10187,females,2016,2500.9,Respiratory disease,274.0
10207,females,2016,1890.0,Respiratory disease,282.0
10178,females,2016,2441.1,Respiratory disease,205.0
10209,females,2016,1941.8,Respiratory disease,292.0
10047,females,2016,1765.4,Respiratory disease,529.0
20218,females,2016,1508.1,Respiratory disease,119.0
30190,females,2016,3094.2,Respiratory disease,484.0
20263,females,2016,2726.4,Respiratory disease,306.0
10089,females,2016,2008.6,Respiratory disease,444.0
10033,females,2016,1681.1,Respiratory disease,222.0
10154,females,2016,1492.4,Respiratory disease,223.0
10289,females,2016,1554.9,Respiratory disease,190.0
70005,females,2016,2042.9,Respiratory disease,182.0
80017,females,2016,2077.1,Respiratory disease,110.0
10163,females,2016,2063.7,Respiratory disease,262.0
10265,females,2016,,Respiratory disease,
10304,females,2016,2416.6,Respiratory disease,139.0
80022,females,2016,1721.8,Respiratory disease,132.0
40025,females,2016,2028.3,Respiratory disease,253.0
10171,females,2016,1650.0,Respiratory disease,121.0
10328,females,2016,1869.7,Respiratory disease,107.0
10088,females,2016,1670.6,Respiratory disease,283.0
10262,females,2016,1910.5,Respiratory disease,86.0
10263,females,2016,3139.3,Respiratory disease,283.0
10062,females,2016,1567.4,Respiratory disease,97.0
20208,females,2016,1438.3,Respiratory disease,128.0
10060,females,2016,1586.5,Respiratory disease,376.0
20082,females,2016,2201.9,Respiratory disease,97.0
20207,females,2016,2327.9,Respiratory disease,96.0
10329,females,2016,2189.6,Respiratory disease,127.0
10219,females,2016,2218.1,Respiratory disease,171.0
10097,females,2016,2924.1,Respiratory disease,360.0
10027,females,2016,2669.8,Respiratory disease,508.0
10029,females,2016,2779.4,Respiratory disease,301.0
60044,females,2016,865.5,Respiratory disease,30.0
10136,females,2016,1535.4,Respiratory disease,363.0
10087,females,2016,1476.1,Respiratory disease,207.0
10130,females,2016,1626.7,Respiratory disease,333.0
10169,females,2016,2258.9,Respiratory disease,286.0
10217,females,2016,2389.8,Respiratory disease,140.0
10305,females,2016,3069.4,Respiratory disease,144.0
20069,females,2016,1940.2,Respiratory disease,67.0
10082,females,2016,1620.0,Respiratory disease,160.0
10321,females,2016,1832.9,Respiratory disease,168.0
10129,females,2016,1799.9,Respiratory disease,188.0
20181,females,2016,2074.6,Respiratory disease,216.0
20248,females,2016,1699.0,Respiratory disease,88.0
10322,females,2016,2060.6,Respiratory disease,222.0
10247,females,2016,1770.9,Respiratory disease,116.0
20141,females,2016,1983.7,Respiratory disease,389.0
60010,females,2016,1931.8,Respiratory disease,87.0
10183,females,2016,2195.8,Respiratory disease,258.0
20068,females,2016,946.5,Respiratory disease,34.0
10155,females,2016,1217.2,Respiratory disease,281.0
10052,females,2016,1561.4,Respiratory disease,147.0
60004,females,2016,2862.5,Respiratory disease,72.0
10053,females,2016,1586.9,Respiratory disease,214.0
10243,females,2016,1778.6,Respiratory disease,318.0
10269,females,2016,2463.2,Respiratory disease,247.0
10244,females,2016,1195.5,Respiratory disease,151.0
10113,females,2016,1971.2,Respiratory disease,133.0
10034,females,2016,2166.8,Respiratory disease,191.0
10223,females,2016,2026.3,Respiratory disease,175.0
10030,females,2016,2721.9,Respiratory disease,283.0
10025,females,2016,2150.8,Respiratory disease,249.0
10048,females,2016,1688.2,Respiratory disease,259.0
10114,females,2016,2621.2,Respiratory disease,410.0
10213,females,2016,1564.5,Respiratory disease,116.0
10311,females,2016,3305.0,Respiratory disease,148.0
10039,females,2016,1282.8,Respiratory disease,287.0
10054,females,2016,1493.7,Respiratory disease,134.0
20045,females,2016,1802.0,Respiratory disease,399.0
10026,females,2016,1802.4,Respiratory disease,141.0
10058,females,2016,1652.9,Respiratory disease,118.0
80004,females,2016,2254.1,Respiratory disease,139.0
10214,females,2016,2357.8,Respiratory disease,57.0
10020,females,2016,2131.2,Respiratory disease,311.0
50063,females,2016,1595.6,Respiratory disease,244.0
10134,females,2016,1522.6,Respiratory disease,220.0
20126,females,2016,2079.7,Respiratory disease,337.0
10191,females,2016,2394.1,Respiratory disease,270.0
10325,females,2016,1951.8,Respiratory disease,55.0
20228,females,2016,1529.0,Respiratory disease,100.0
20051,females,2016,1315.3,Respiratory disease,152.0
20094,females,2016,1558.2,Respiratory disease,329.0
80016,females,2016,1818.4,Respiratory disease,124.0
10228,females,2016,2213.6,Respiratory disease,177.0
10317,females,2016,3409.2,Respiratory disease,256.0
10206,females,2016,2026.5,Respiratory disease,159.0
80011,females,2016,1915.9,Respiratory disease,301.0
10061,females,2016,1429.0,Respiratory disease,279.0
20041,females,2016,1689.7,Respiratory disease,106.0
10266,females,2016,2817.7,Respiratory disease,317.0
60020,females,2016,1696.4,Respiratory disease,151.0
10323,females,2016,1223.6,Respiratory disease,151.0
40050,females,2016,2432.2,Respiratory disease,321.0
10167,females,2016,2031.0,Respiratory disease,265.0
10200,females,2016,2982.4,Respiratory disease,148.0
20222,females,2016,2344.9,Respiratory disease,240.0
10159,females,2016,2324.7,Respiratory disease,128.0
10160,females,2016,2943.6,Respiratory disease,311.0
10085,females,2016,1730.4,Respiratory disease,607.0
10117,females,2016,2341.5,Respiratory disease,325.0
10040,females,2016,587.5,Respiratory disease,60.0
10036,females,2016,1410.7,Respiratory disease,263.0
10267,females,2016,1990.9,Respiratory disease,189.0
10290,females,2016,1365.5,Respiratory disease,64.0
10076,females,2016,1202.3,Respiratory disease,170.0
10275,females,2016,1478.0,Respiratory disease,109.0
10035,females,2016,1973.9,Respiratory disease,70.0
10037,females,2016,1748.2,Respiratory disease,276.0
80008,females,2016,1732.5,Respiratory disease,166.0
10255,females,2016,1417.8,Respiratory disease,106.0
10248,females,2016,1614.6,Respiratory disease,268.0
50065,females,2016,1557.0,Respiratory disease,153.0
80010,females,2016,1181.3,Respiratory disease,101.0
80012,females,2016,1248.4,Respiratory disease,46.0
10005,females,2016,1588.9,Respiratory disease,195.0
10210,females,2016,2324.1,Respiratory disease,104.0
10229,females,2016,2235.4,Respiratory disease,266.0
10215,females,2016,1594.9,Respiratory disease,61.0
20142,females,2016,1634.4,Respiratory disease,305.0
10277,females,2016,1759.0,Respiratory disease,140.0
20189,females,2016,1677.4,Respiratory disease,93.0
10281,females,2016,1604.9,Respiratory disease,188.0
10315,females,2016,3371.8,Respiratory disease,389.0
10312,females,2016,3395.3,Respiratory disease,127.0
10314,females,2016,3032.5,Respiratory disease,336.0
10115,females,2016,2524.2,Respiratory disease,73.0
10306,females,2016,2188.5,Respiratory disease,288.0
10307,females,2016,2406.1,Respiratory disease,464.0
20232,females,2016,1911.9,Respiratory disease,150.0
10324,females,2016,1614.8,Respiratory disease,167.0
10006,females,2016,1660.1,Respiratory disease,404.0
10276,females,2016,1784.6,Respiratory disease,118.0
20227,females,2016,2506.7,Respiratory disease,170.0
20271,females,2016,2487.0,Respiratory disease,137.0
10316,females,2016,3398.4,Respiratory disease,238.0
10291,females,2016,1784.9,Respiratory disease,214.0
80013,females,2016,1960.6,Respiratory disease,211.0
10282,females,2016,1922.6,Respiratory disease,94.0
10158,females,2016,1818.4,Respiratory disease,70.0
20123,females,2016,2725.3,Respiratory disease,351.0
10079,females,2016,1389.0,Respiratory disease,194.0
10012,females,2016,2484.7,Respiratory disease,289.0
10234,females,2016,1686.5,Respiratory disease,271.0
10009,females,2016,2364.0,Respiratory disease,292.0
10095,females,2016,1654.8,Respiratory disease,276.0
10013,females,2016,2109.8,Respiratory disease,99.0
10094,females,2016,1935.6,Respiratory disease,523.0
20043,females,2016,1562.2,Respiratory disease,445.0
20076,females,2016,1498.9,Respiratory disease,318.0
20195,females,2016,1728.2,Respiratory disease,142.0
20020,females,2016,1482.9,Respiratory disease,202.0
60046,females,2016,1815.4,Respiratory disease,23.0
60005,females,2016,2846.7,Respiratory disease,40.0
20259,females,2016,2530.1,Respiratory disease,264.0
20137,females,2016,2148.5,Respiratory disease,455.0
20192,females,2016,2137.2,Respiratory disease,148.0
10008,females,2016,2461.2,Respiratory disease,381.0
20078,females,2016,2267.7,Respiratory disease,88.0
20022,females,2016,1233.3,Respiratory disease,95.0
20027,females,2016,1140.4,Respiratory disease,240.0
10216,females,2016,1818.7,Respiratory disease,119.0
20152,females,2016,1250.5,Respiratory disease,124.0
10192,females,2016,2440.6,Respiratory disease,171.0
10235,females,2016,1676.3,Respiratory disease,187.0
20153,females,2016,1698.5,Respiratory disease,150.0
20184,females,2016,1520.9,Respiratory disease,162.0
20003,females,2016,1200.6,Respiratory disease,206.0
20238,females,2016,1402.8,Respiratory disease,166.0
20247,females,2016,1433.4,Respiratory disease,135.0
20151,females,2016,1373.3,Respiratory disease,103.0
20250,females,2016,,Respiratory disease,
20160,females,2016,1874.8,Respiratory disease,196.0
20187,females,2016,2094.1,Respiratory disease,356.0
20145,females,2016,,Respiratory disease,
20100,females,2016,2039.2,Respiratory disease,350.0
20185,females,2016,1413.2,Respiratory disease,100.0
20186,females,2016,1168.7,Respiratory disease,153.0
20032,females,2016,1053.4,Respiratory disease,208.0
20039,females,2016,1688.2,Respiratory disease,307.0
20239,females,2016,1144.3,Respiratory disease,181.0
20269,females,2016,2489.6,Respiratory disease,274.0
40065,females,2016,1665.1,Respiratory disease,101.0
20262,females,2016,3018.9,Respiratory disease,317.0
20240,females,2016,1212.7,Respiratory disease,203.0
20114,females,2016,1415.5,Respiratory disease,197.0
20231,females,2016,1593.4,Respiratory disease,65.0
20209,females,2016,1352.7,Respiratory disease,208.0
20088,females,2016,2933.6,Respiratory disease,252.0
20197,females,2016,1741.1,Respiratory disease,333.0
20118,females,2016,1536.1,Respiratory disease,270.0
50013,females,2016,1492.1,Respiratory disease,120.0
20119,females,2016,2096.2,Respiratory disease,231.0
20035,females,2016,1526.8,Respiratory disease,295.0
20036,females,2016,1655.7,Respiratory disease,332.0
20156,females,2016,1932.1,Respiratory disease,166.0
20040,females,2016,1577.6,Respiratory disease,378.0
20008,females,2016,864.4,Respiratory disease,69.0
20206,females,2016,2359.6,Respiratory disease,50.0
20087,females,2016,2991.7,Respiratory disease,198.0
20000,females,2016,1572.2,Respiratory disease,193.0
20115,females,2016,1684.3,Respiratory disease,72.0
20037,females,2016,1764.6,Respiratory disease,232.0
20143,females,2016,1033.5,Respiratory disease,43.0
20253,females,2016,,Respiratory disease,
20047,females,2016,2011.1,Respiratory disease,82.0
20201,females,2016,2210.6,Respiratory disease,72.0
20196,females,2016,2010.7,Respiratory disease,132.0
20124,females,2016,1805.7,Respiratory disease,372.0
20202,females,2016,1694.3,Respiratory disease,187.0
20108,females,2016,2152.2,Respiratory disease,434.0
20272,females,2016,2245.0,Respiratory disease,169.0
20273,females,2016,2495.7,Respiratory disease,204.0
20024,females,2016,1530.0,Respiratory disease,128.0
20139,females,2016,2042.8,Respiratory disease,503.0
40006,females,2016,947.3,Respiratory disease,101.0
40056,females,2016,1894.6,Respiratory disease,235.0
40024,females,2016,1793.9,Respiratory disease,209.0
70000,females,2016,2240.2,Respiratory disease,230.0
20255,females,2016,1242.9,Respiratory disease,66.0
40062,females,2016,1948.6,Respiratory disease,94.0
20223,females,2016,1513.6,Respiratory disease,138.0
40033,females,2016,1615.5,Respiratory disease,86.0
40058,females,2016,1919.9,Respiratory disease,296.0
40068,females,2016,2147.1,Respiratory disease,108.0
40054,females,2016,1840.6,Respiratory disease,349.0
40020,females,2016,2799.3,Respiratory disease,230.0
40048,females,2016,2084.8,Respiratory disease,138.0
40042,females,2016,1595.6,Respiratory disease,286.0
40027,females,2016,1726.8,Respiratory disease,164.0
10251,females,2016,2010.6,Respiratory disease,248.0
20129,females,2016,2820.8,Respiratory disease,362.0
40016,females,2016,1921.0,Respiratory disease,83.0
70002,females,2016,3408.3,Respiratory disease,229.0
40074,females,2016,2209.3,Respiratory disease,139.0
40017,females,2016,2792.6,Respiratory disease,321.0
50083,females,2016,1727.7,Respiratory disease,146.0
40032,females,2016,1984.6,Respiratory disease,188.0
40014,females,2016,1888.9,Respiratory disease,182.0
60040,females,2016,947.0,Respiratory disease,25.0
20092,females,2016,3579.7,Respiratory disease,243.0
20159,females,2016,2461.0,Respiratory disease,295.0
40069,females,2016,,Respiratory disease,
40034,females,2016,2095.7,Respiratory disease,230.0
40028,females,2016,2026.8,Respiratory disease,169.0
40090,females,2016,1971.0,Respiratory disease,50.0
40005,females,2016,2364.2,Respiratory disease,217.0
40049,females,2016,2313.9,Respiratory disease,345.0
20224,females,2016,1704.2,Respiratory disease,82.0
40071,females,2016,1736.9,Respiratory disease,78.0
40098,females,2016,2779.8,Respiratory disease,133.0
40004,females,2016,2343.7,Respiratory disease,179.0
50005,females,2016,1842.9,Respiratory disease,97.0
50112,females,2016,5249.2,Respiratory disease,84.0
40092,females,2016,2716.5,Respiratory disease,88.0
40093,females,2016,2339.3,Respiratory disease,378.0
40101,females,2016,2841.0,Respiratory disease,289.0
40013,females,2016,2132.5,Respiratory disease,315.0
40094,females,2016,2634.6,Respiratory disease,91.0
40091,females,2016,2133.9,Respiratory disease,124.0
40059,females,2016,1906.6,Respiratory disease,300.0
40039,females,2016,1874.1,Respiratory disease,293.0
40018,females,2016,2174.7,Respiratory disease,50.0
40066,females,2016,1776.4,Respiratory disease,105.0
40099,females,2016,1457.4,Respiratory disease,94.0
20254,females,2016,3386.7,Respiratory disease,341.0
20103,females,2016,2150.1,Respiratory disease,211.0
40029,females,2016,1857.6,Respiratory disease,306.0
50021,females,2016,1539.5,Respiratory disease,123.0
50108,females,2016,,Respiratory disease,
30022,females,2016,2765.8,Respiratory disease,128.0
40100,females,2016,,Respiratory disease,
10257,females,2016,,Respiratory disease,
40095,females,2016,,Respiratory disease,
40067,females,2016,1785.2,Respiratory disease,127.0
40023,females,2016,2219.7,Respiratory disease,25.0
40075,females,2016,2256.2,Respiratory disease,59.0
40072,females,2016,2120.9,Respiratory disease,71.0
50033,females,2016,1502.9,Respiratory disease,334.0
50074,females,2016,1441.6,Respiratory disease,249.0
50041,females,2016,1345.5,Respiratory disease,154.0
40019,females,2016,2260.3,Respiratory disease,365.0
40063,females,2016,1453.1,Respiratory disease,205.0
40064,females,2016,1633.8,Respiratory disease,139.0
40010,females,2016,1661.4,Respiratory disease,218.0
40096,females,2016,2288.3,Respiratory disease,77.0
40085,females,2016,,Respiratory disease,
40080,females,2016,1892.9,Respiratory disease,163.0
40073,females,2016,3109.6,Respiratory disease,261.0
40102,females,2016,,Respiratory disease,
10293,females,2016,1959.2,Respiratory disease,249.0
40087,females,2016,2175.5,Respiratory disease,94.0
50034,females,2016,1616.5,Respiratory disease,289.0
50015,females,2016,1708.9,Respiratory disease,309.0
20246,females,2016,1857.2,Respiratory disease,309.0
50010,females,2016,1004.6,Respiratory disease,82.0
10172,females,2016,2704.7,Respiratory disease,84.0
40103,females,2016,1821.5,Respiratory disease,65.0
50045,females,2016,2520.3,Respiratory disease,253.0
50020,females,2016,1797.8,Respiratory disease,194.0
40015,females,2016,1502.0,Respiratory disease,193.0
40081,females,2016,2248.4,Respiratory disease,264.0
40026,females,2016,1849.1,Respiratory disease,201.0
50116,females,2016,1381.1,Respiratory disease,138.0
50072,females,2016,1210.0,Respiratory disease,204.0
70012,females,2016,5167.8,Respiratory disease,208.0
40088,females,2016,1634.0,Respiratory disease,58.0
40060,females,2016,,Respiratory disease,
50046,females,2016,1404.7,Respiratory disease,104.0
50076,females,2016,1691.2,Respiratory disease,383.0
50055,females,2016,1639.9,Respiratory disease,433.0
50043,females,2016,1703.0,Respiratory disease,219.0
50064,females,2016,1429.5,Respiratory disease,99.0
50067,females,2016,1607.2,Respiratory disease,192.0
50050,females,2016,1888.4,Respiratory disease,373.0
